"GeneID"	"Symbol"	"description"
"83444"	"INO80B"	"INO80 complex subunit B"
"283899"	"INO80E"	"INO80 complex subunit E"
"3632"	"INPP5A"	"inositol polyphosphate-5-phosphatase A"
"51763"	"INPP5K"	"inositol polyphosphate-5-phosphatase K"
"51141"	"INSIG2"	"insulin induced gene 2"
"26173"	"INTS1"	"integrator complex subunit 1"
"55174"	"INTS10"	"integrator complex subunit 10"
"57117"	"INTS12"	"integrator complex subunit 12"
"65123"	"INTS3"	"integrator complex subunit 3"
"92105"	"INTS4"	"integrator complex subunit 4"
"27130"	"INVS"	"inversin"
"9807"	"IP6K1"	"inositol hexakisphosphate kinase 1"
"51447"	"IP6K2"	"inositol hexakisphosphate kinase 2"
"10527"	"IPO7"	"importin 7"
"10526"	"IPO8"	"importin 8"
"55705"	"IPO9"	"importin 9"
"3654"	"IRAK1"	"interleukin 1 receptor associated kinase 1"
"3658"	"IREB2"	"iron responsive element binding protein 2"
"26145"	"IRF2BP1"	"interferon regulatory factor 2 binding protein 1"
"359948"	"IRF2BP2"	"interferon regulatory factor 2 binding protein 2"
"64207"	"IRF2BPL"	"interferon regulatory factor 2 binding protein like"
"126298"	"IRGQ"	"immunity related GTPase Q"
"23479"	"ISCU"	"iron-sulfur cluster assembly enzyme"
"79763"	"ISOC2"	"isochorismatase domain containing 2"
"9798"	"IST1"	"IST1, ESCRT-III associated factor"
"57461"	"ISY1"	"ISY1 splicing factor homolog"
"100534599"	"ISY1-RAB43"	"ISY1-RAB43 readthrough"
"83737"	"ITCH"	"itchy E3 ubiquitin protein ligase"
"81533"	"ITFG1"	"integrin alpha FG-GAP repeat containing 1"
"83986"	"FAM234A"	"family with sequence similarity 234 member A"
"3688"	"ITGB1"	"integrin subunit beta 1"
"9270"	"ITGB1BP1"	"integrin subunit beta 1 binding protein 1"
"9445"	"ITM2B"	"integral membrane protein 2B"
"3704"	"ITPA"	"inosine triphosphatase"
"3705"	"ITPK1"	"inositol-tetrakisphosphate 1-kinase"
"80271"	"ITPKC"	"inositol-trisphosphate 3-kinase C"
"162073"	"ITPRIPL2"	"inositol 1,4,5-trisphosphate receptor interacting protein like 2"
"10625"	"IVNS1ABP"	"influenza virus NS1A binding protein"
"55677"	"IWS1"	"IWS1, SUPT6H interacting protein"
"84522"	"JAGN1"	"jagunal homolog 1"
"3716"	"JAK1"	"Janus kinase 1"
"51528"	"JKAMP"	"JNK1/MAPK8-associated membrane protein"
"65094"	"JMJD4"	"jumonji domain containing 4"
"23210"	"JMJD6"	"arginine demethylase and lysine hydroxylase"
"100137047"	"JMJD7"	"jumonji domain containing 7"
"339123"	"JMJD8"	"jumonji domain containing 8"
"126119"	"JOSD2"	"Josephin domain containing 2"
"10899"	"JTB"	"jumping translocation breakpoint"
"3727"	"JUND"	"JunD proto-oncogene, AP-1 transcription factor subunit"
"54934"	"KANSL2"	"KAT8 regulatory NSL complex subunit 2"
"55683"	"KANSL3"	"KAT8 regulatory NSL complex subunit 3"
"3735"	"KARS"	"lysyl-tRNA synthetase"
"8850"	"KAT2B"	"lysine acetyltransferase 2B"
"10524"	"KAT5"	"lysine acetyltransferase 5"
"84148"	"KAT8"	"lysine acetyltransferase 8"
"25948"	"KBTBD2"	"kelch repeat and BTB domain containing 2"
"55709"	"KBTBD4"	"kelch repeat and BTB domain containing 4"
"84078"	"KBTBD7"	"kelch repeat and BTB domain containing 7"
"56888"	"KCMF1"	"potassium channel modulatory factor 1"
"222658"	"KCTD20"	"potassium channel tetramerization domain containing 20"
"283219"	"KCTD21"	"potassium channel tetramerization domain containing 21"
"200845"	"KCTD6"	"potassium channel tetramerization domain containing 6"
"22992"	"KDM2A"	"lysine demethylase 2A"
"9682"	"KDM4A"	"lysine demethylase 4A"
"8242"	"KDM5C"	"lysine demethylase 5C"
"2531"	"KDSR"	"3-ketodihydrosphingosine reductase"
"10657"	"KHDRBS1"	"KH RNA binding domain containing, signal transduction associated 1"
"23351"	"KHNYN"	"KH and NYN domain containing"
"8570"	"KHSRP"	"KH-type splicing regulatory protein"
"9703"	"KIAA0100"	"KIAA0100"
"9812"	"KIAA0141"	"KIAA0141"
"9772"	"TMEM94"	"transmembrane protein 94"
"9897"	"WASHC5"	"WASH complex subunit 5"
"9778"	"KIAA0232"	"KIAA0232"
"79932"	"KIAA0319L"	"KIAA0319 like"
"9692"	"KIAA0391"	"KIAA0391"
"643314"	"KIAA0754"	"KIAA0754"
"23379"	"ICE1"	"interactor of little elongation complex ELL subunit 1"
"57456"	"KIAA1143"	"KIAA1143"
"57179"	"KIAA1191"	"KIAA1191"
"25962"	"KIAA1429"	"KIAA1429"
"57587"	"CFAP97"	"cilia and flagella associated protein 97"
"57691"	"KIAA1586"	"KIAA1586"
"55425"	"GPALPP1"	"GPALPP motifs containing 1"
"80856"	"LNPK"	"lunapark, ER junction formation factor"
"91749"	"MFSD4B"	"major facilitator superfamily domain containing 4B"
"57805"	"CCAR2"	"cell cycle and apoptosis regulator 2"
"90231"	"KIAA2013"	"KIAA2013"
"89953"	"KLC4"	"kinesin light chain 4"
"51274"	"KLF3"	"Kruppel like factor 3"
"687"	"KLF9"	"Kruppel like factor 9"
"23588"	"KLHDC2"	"kelch domain containing 2"
"116138"	"KLHDC3"	"kelch domain containing 3"
"27252"	"KLHL20"	"kelch like family member 20"
"64410"	"KLHL25"	"kelch like family member 25"
"79786"	"KLHL36"	"kelch like family member 36"
"51088"	"KLHL5"	"kelch like family member 5"
"57563"	"KLHL8"	"kelch like family member 8"
"3836"	"KPNA1"	"karyopherin subunit alpha 1"
"3837"	"KPNB1"	"karyopherin subunit beta 1"
"51315"	"KRCC1"	"lysine rich coiled-coil 1"
"11103"	"KRR1"	"KRR1, small subunit processome component homolog"
"112970"	"KTI12"	"KTI12 chromatin associated homolog"
"3895"	"KTN1"	"kinectin 1"
"79036"	"KXD1"	"KxDL motif containing 1"
"83746"	"L3MBTL2"	"L3MBTL2 polycomb repressive complex 1 subunit"
"114294"	"LACTB"	"lactamase beta"
"8270"	"LAGE3"	"L antigen family member 3"
"3916"	"LAMP1"	"lysosomal associated membrane protein 1"
"3920"	"LAMP2"	"lysosomal associated membrane protein 2"
"55004"	"LAMTOR1"	"late endosomal/lysosomal adaptor, MAPK and MTOR activator 1"
"28956"	"LAMTOR2"	"late endosomal/lysosomal adaptor, MAPK and MTOR activator 2"
"8649"	"LAMTOR3"	"late endosomal/lysosomal adaptor, MAPK and MTOR activator 3"
"389541"	"LAMTOR4"	"late endosomal/lysosomal adaptor, MAPK and MTOR activator 4"
"10542"	"LAMTOR5"	"late endosomal/lysosomal adaptor, MAPK and MTOR activator 5"
"51056"	"LAP3"	"leucine aminopeptidase 3"
"9741"	"LAPTM4A"	"lysosomal protein transmembrane 4 alpha"
"23367"	"LARP1"	"La ribonucleoprotein domain family member 1"
"113251"	"LARP4"	"La ribonucleoprotein domain family member 4"
"51574"	"LARP7"	"La ribonucleoprotein domain family member 7"
"23395"	"LARS2"	"leucyl-tRNA synthetase 2, mitochondrial"
"84458"	"LCOR"	"ligand dependent nuclear receptor corepressor"
"3939"	"LDHA"	"lactate dehydrogenase A"
"221496"	"LEMD2"	"LEM domain containing 2"
"79165"	"LENG1"	"leukocyte receptor cluster member 1"
"54741"	"LEPROT"	"leptin receptor overlapping transcript"
"3954"	"LETM1"	"leucine zipper and EF-hand containing transmembrane protein 1"
"25875"	"LETMD1"	"LETM1 domain containing 1"
"29094"	"LGALSL"	"galectin like"
"64077"	"LHPP"	"phospholysine phosphohistidine inorganic pyrophosphate phosphatase"
"11019"	"LIAS"	"lipoic acid synthetase"
"3980"	"LIG3"	"DNA ligase 3"
"3981"	"LIG4"	"DNA ligase 4"
"55957"	"LIN37"	"lin-37 DREAM MuvB core complex component"
"132660"	"LIN54"	"lin-54 DREAM MuvB core complex component"
"55327"	"LIN7C"	"lin-7 homolog C, crumbs cell polarity complex component"
"55180"	"LINS1"	"lines homolog 1"
"51601"	"LIPT1"	"lipoyltransferase 1"
"3998"	"LMAN1"	"lectin, mannose binding 1"
"55788"	"LMBRD1"	"LMBR1 domain containing 1"
"91289"	"LMF2"	"lipase maturation factor 2"
"8543"	"LMO4"	"LIM domain only 4"
"222484"	"LNX2"	"ligand of numb-protein X 2"
NA	NA	NA
"100289561"	"LOC100289561"	"uncharacterized LOC100289561"
"441155"	"LOC441155"	"zinc finger CCCH-type domain-containing-like"
NA	NA	NA
"9361"	"LONP1"	"lon peptidase 1, mitochondrial"
"83752"	"LONP2"	"lon peptidase 2, peroxisomal"
"10162"	"LPCAT3"	"lysophosphatidylcholine acyltransferase 3"
"23175"	"LPIN1"	"lipin 1"
"64748"	"PLPPR2"	"phospholipid phosphatase related 2"
"79414"	"LRFN3"	"leucine rich repeat and fibronectin type III domain containing 3"
"4043"	"LRPAP1"	"LDL receptor related protein associated protein 1"
"10128"	"LRPPRC"	"leucine rich pentatricopeptide repeat containing"
"9684"	"LRRC14"	"leucine rich repeat containing 14"
"441381"	"LRRC24"	"leucine rich repeat containing 24"
"123355"	"LRRC28"	"leucine rich repeat containing 28"
"55631"	"LRRC40"	"leucine rich repeat containing 40"
"10489"	"LRRC41"	"leucine rich repeat containing 41"
"115353"	"LRRC42"	"leucine rich repeat containing 42"
"57470"	"LRRC47"	"leucine rich repeat containing 47"
"255252"	"LRRC57"	"leucine rich repeat containing 57"
"55379"	"LRRC59"	"leucine rich repeat containing 59"
"56262"	"LRRC8A"	"leucine rich repeat containing 8 family member A"
"9209"	"LRRFIP2"	"LRR binding FLII interacting protein 2"
"90678"	"LRSAM1"	"leucine rich repeat and sterile alpha motif containing 1"
"55341"	"LSG1"	"large 60S subunit nuclear export GTPase 1"
"27257"	"LSM1"	"LSM1 homolog, mRNA degradation associated"
"84967"	"LSM10"	"LSM10, U7 small nuclear RNA associated"
"26065"	"LSM14A"	"LSM14A, mRNA processing body assembly factor"
"149986"	"LSM14B"	"LSM family member 14B"
"57819"	"LSM2"	"LSM2 homolog, U6 small nuclear RNA and mRNA degradation associated"
"27258"	"LSM3"	"LSM3 homolog, U6 small nuclear RNA and mRNA degradation associated"
"25804"	"LSM4"	"LSM4 homolog, U6 small nuclear RNA and mRNA degradation associated"
"23658"	"LSM5"	"LSM5 homolog, U6 small nuclear RNA and mRNA degradation associated"
"11157"	"LSM6"	"LSM6 homolog, U6 small nuclear RNA and mRNA degradation associated"
"51690"	"LSM7"	"LSM7 homolog, U6 small nuclear RNA and mRNA degradation associated"
"84316"	"NAA38"	"N(alpha)-acetyltransferase 38, NatC auxiliary subunit"
"4047"	"LSS"	"lanosterol synthase"
"84946"	"LTV1"	"LTV1 ribosome biogenesis factor"
"51631"	"LUC7L2"	"LUC7 like 2, pre-mRNA splicing factor"
"51747"	"LUC7L3"	"LUC7 like 3 pre-mRNA splicing factor"
"767558"	"LUZP6"	"leucine zipper protein 6"
"57149"	"LYRM1"	"LYR motif containing 1"
"57128"	"LYRM4"	"LYR motif containing 4"
"144363"	"ETFRF1"	"electron transfer flavoprotein regulatory factor 1"
"388695"	"LYSMD1"	"LysM domain containing 1"
"116068"	"LYSMD3"	"LysM domain containing 3"
"145748"	"LYSMD4"	"LysM domain containing 4"
"8216"	"LZTR1"	"leucine zipper like transcription regulator 1"
"4074"	"M6PR"	"mannose-6-phosphate receptor, cation dependent"
"9587"	"MAD2L1BP"	"MAD2L1 binding protein"
"10459"	"MAD2L2"	"mitotic arrest deficient 2 like 2"
"10296"	"MAEA"	"macrophage erythroblast attacher"
"9500"	"MAGED1"	"MAGE family member D1"
"64110"	"MAGEF1"	"MAGE family member F1"
"4116"	"MAGOH"	"mago homolog, exon junction complex core component"
"84061"	"MAGT1"	"magnesium transporter 1"
"84549"	"MAK16"	"MAK16 homolog"
"115416"	"MALSU1"	"mitochondrial assembly of ribosomal large subunit 1"
"10905"	"MAN1A2"	"mannosidase alpha class 1A member 2"
"11253"	"MAN1B1"	"mannosidase alpha class 1B member 1"
"4122"	"MAN2A2"	"mannosidase alpha class 2A member 2"
"23324"	"MAN2B2"	"mannosidase alpha class 2B member 2"
"4123"	"MAN2C1"	"mannosidase alpha class 2C member 1"
"643246"	"MAP1LC3B2"	"microtubule associated protein 1 light chain 3 beta 2"
"5604"	"MAP2K1"	"mitogen-activated protein kinase kinase 1"
"5605"	"MAP2K2"	"mitogen-activated protein kinase kinase 2"
"5607"	"MAP2K5"	"mitogen-activated protein kinase kinase 5"
"6885"	"MAP3K7"	"mitogen-activated protein kinase kinase kinase 7"
"9448"	"MAP4K4"	"mitogen-activated protein kinase kinase kinase kinase 4"
"5594"	"MAPK1"	"mitogen-activated protein kinase 1"
"93487"	"MAPK1IP1L"	"mitogen-activated protein kinase 1 interacting protein 1 like"
"5597"	"MAPK6"	"mitogen-activated protein kinase 6"
"5599"	"MAPK8"	"mitogen-activated protein kinase 8"
"5601"	"MAPK9"	"mitogen-activated protein kinase 9"
"79109"	"MAPKAP1"	"mitogen-activated protein kinase associated protein 1"
"9261"	"MAPKAPK2"	"mitogen-activated protein kinase-activated protein kinase 2"
"8550"	"MAPKAPK5"	"mitogen-activated protein kinase-activated protein kinase 5"
"10982"	"MAPRE2"	"microtubule associated protein RP/EB family member 2"
"51257"	"MARCH2"	"membrane associated ring-CH-type finger 2"
"54708"	"MARCH5"	"membrane associated ring-CH-type finger 5"
"10299"	"MARCH6"	"membrane associated ring-CH-type finger 6"
"64844"	"MARCH7"	"membrane associated ring-CH-type finger 7"
"4140"	"MARK3"	"microtubule affinity regulating kinase 3"
"57787"	"MARK4"	"microtubule affinity regulating kinase 4"
"4141"	"MARS"	"methionyl-tRNA synthetase"
"92935"	"MARS2"	"methionyl-tRNA synthetase 2, mitochondrial"
"27430"	"MAT2B"	"methionine adenosyltransferase 2B"
"57506"	"MAVS"	"mitochondrial antiviral signaling protein"
"4149"	"MAX"	"MYC associated factor X"
"4150"	"MAZ"	"MYC associated zinc finger protein"
"4152"	"MBD1"	"methyl-CpG binding domain protein 1"
"8932"	"MBD2"	"methyl-CpG binding domain protein 2"
"53615"	"MBD3"	"methyl-CpG binding domain protein 3"
"8930"	"MBD4"	"methyl-CpG binding domain 4, DNA glycosylase"
"255374"	"MBLAC1"	"metallo-beta-lactamase domain containing 1"
"10150"	"MBNL2"	"muscleblind like splicing regulator 2"
"8720"	"MBTPS1"	"membrane bound transcription factor peptidase, site 1"
"51360"	"MBTPS2"	"membrane bound transcription factor peptidase, site 2"
"27349"	"MCAT"	"malonyl-CoA-acyl carrier protein transacylase"
"56922"	"MCCC1"	"methylcrotonoyl-CoA carboxylase 1"
"84693"	"MCEE"	"methylmalonyl-CoA epimerase"
"90411"	"MCFD2"	"multiple coagulation factor deficiency 2"
"8888"	"MCM3AP"	"minichromosome maintenance complex component 3 associated protein"
"4176"	"MCM7"	"minichromosome maintenance complex component 7"
"79892"	"MCMBP"	"minichromosome maintenance complex binding protein"
"57192"	"MCOLN1"	"mucolipin 1"
"79648"	"MCPH1"	"microcephalin 1"
"10445"	"MCRS1"	"microspherule protein 1"
"28985"	"MCTS1"	"MCTS1, re-initiation and release factor"
"90550"	"MCU"	"mitochondrial calcium uniporter"
"9656"	"MDC1"	"mediator of DNA damage checkpoint 1"
"145553"	"MDP1"	"magnesium dependent phosphatase 1"
"4200"	"ME2"	"malic enzyme 2"
"64769"	"MEAF6"	"MYST/Esa1 associated factor 6"
"4204"	"MECP2"	"methyl-CpG binding protein 2"
"84246"	"MED10"	"mediator complex subunit 10"
"400569"	"MED11"	"mediator complex subunit 11"
"9969"	"MED13"	"mediator complex subunit 13"
"9282"	"MED14"	"mediator complex subunit 14"
"10025"	"MED16"	"mediator complex subunit 16"
"219541"	"MED19"	"mediator complex subunit 19"
"9477"	"MED20"	"mediator complex subunit 20"
"9412"	"MED21"	"mediator complex subunit 21"
"9862"	"MED24"	"mediator complex subunit 24"
"55588"	"MED29"	"mediator complex subunit 29"
"51003"	"MED31"	"mediator complex subunit 31"
"29079"	"MED4"	"mediator complex subunit 4"
"10001"	"MED6"	"mediator complex subunit 6"
"9443"	"MED7"	"mediator complex subunit 7"
"112950"	"MED8"	"mediator complex subunit 8"
"4205"	"MEF2A"	"myocyte enhancer factor 2A"
"729991"	"BORCS8"	"BLOC-1 related complex subunit 8"
"7795"	"MEMO1"	"Methylation modifier for class I HLA"
"4221"	"MEN1"	"menin 1"
"56257"	"MEPCE"	"methylphosphate capping enzyme"
"23173"	"METAP1"	"methionyl aminopeptidase 1"
"10988"	"METAP2"	"methionyl aminopeptidase 2"
"79006"	"METRN"	"meteorin, glial cell differentiation regulator"
"51603"	"METTL13"	"methyltransferase like 13"
"57721"	"METTL14"	"methyltransferase like 14"
"79066"	"METTL16"	"methyltransferase like 16"
"64745"	"METTL17"	"methyltransferase like 17"
"92342"	"METTL18"	"methyltransferase like 18"
"254013"	"ETFBKMT"	"electron transfer flavoprotein beta subunit lysine methyltransferase"
"151194"	"METTL21A"	"methyltransferase like 21A"
"124512"	"METTL23"	"methyltransferase like 23"
"339175"	"METTL2A"	"methyltransferase like 2A"
"55798"	"METTL2B"	"methyltransferase like 2B"
"56339"	"METTL3"	"methyltransferase like 3"
"29081"	"METTL5"	"methyltransferase like 5"
"4236"	"MFAP1"	"microfibrillar associated protein 1"
"4238"	"MFAP3"	"microfibrillar associated protein 3"
"56947"	"MFF"	"mitochondrial fission factor"
"55669"	"MFN1"	"mitofusin 1"
"79157"	"MFSD11"	"major facilitator superfamily domain containing 11"
"126321"	"MFSD12"	"major facilitator superfamily domain containing 12"
"113655"	"MFSD3"	"major facilitator superfamily domain containing 3"
"84975"	"MFSD5"	"major facilitator superfamily domain containing 5"
"4247"	"MGAT2"	"mannosyl (alpha-1,6-)-glycoprotein beta-1,2-N-acetylglucosaminyltransferase"
"11282"	"MGAT4B"	"mannosyl (alpha-1,3-)-glycoprotein beta-1,4-N-acetylglucosaminyltransferase, isozyme B"
"92667"	"MGME1"	"mitochondrial genome maintenance exonuclease 1"
"4255"	"MGMT"	"O-6-methylguanine-DNA methyltransferase"
"23295"	"MGRN1"	"mahogunin ring finger 1"
"4259"	"MGST3"	"microsomal glutathione S-transferase 3"
"375056"	"MIA3"	"MIA family member 3, ER export factor"
"57534"	"MIB1"	"mindbomb E3 ubiquitin protein ligase 1"
"85377"	"MICALL1"	"MICAL like 1"
"10367"	"MICU1"	"mitochondrial calcium uptake 1"
"58526"	"MID1IP1"	"MID1 interacting protein 1"
"90007"	"MIDN"	"midnolin"
"84299"	"MIEN1"	"migration and invasion enhancer 1"
"57708"	"MIER1"	"MIER1 transcriptional regulator"
"4282"	"MIF"	"macrophage migration inhibitory factor (glycosylation-inhibiting factor)"
"57409"	"MIF4GD"	"MIF4G domain containing"
"60672"	"MIIP"	"migration and invasion inhibitory protein"
"440574"	"MINOS1"	"mitochondrial inner membrane organizing system 1"
"79003"	"MIS12"	"MIS12, kinetochore complex component"
"129531"	"MITD1"	"microtubule interacting and trafficking domain containing 1"
"84365"	"NIFK"	"nucleolar protein interacting with the FHA domain of MKI67"
"8195"	"MKKS"	"McKusick-Kaufman syndrome"
"4289"	"MKLN1"	"muskelin 1"
"8569"	"MKNK1"	"MAP kinase interacting serine/threonine kinase 1"
"23609"	"MKRN2"	"makorin ring finger protein 2"
"9761"	"MLEC"	"malectin"
"8079"	"MLF2"	"myeloid leukemia factor 2"
"4292"	"MLH1"	"mutL homolog 1"
"4298"	"MLLT1"	"MLLT1, super elongation complex subunit"
"8028"	"MLLT10"	"myeloid/lymphoid or mixed-lineage leukemia; translocated to, 10"
"64223"	"MLST8"	"MTOR associated protein, LST8 homolog"
"6945"	"MLX"	"MLX, MAX dimerization protein"
"166785"	"MMAA"	"methylmalonic aciduria (cobalamin deficiency) cblA type"
"27249"	"MMADHC"	"methylmalonic aciduria and homocystinuria, cblD type"
"64210"	"MMS19"	"MMS19 homolog, cytosolic iron-sulfur assembly component"
"4331"	"MNAT1"	"MNAT1, CDK activating kinase assembly factor"
"84300"	"UQCC2"	"ubiquinol-cytochrome c reductase complex assembly factor 2"
"25843"	"MOB4"	"MOB family member 4, phocein"
"7841"	"MOGS"	"mannosyl-oligosaccharide glucosidase"
"84315"	"MON1A"	"MON1 homolog A, secretory trafficking associated"
"23041"	"MON2"	"MON2 homolog, regulator of endosome-to-Golgi trafficking"
"22880"	"MORC2"	"MORC family CW-type zinc finger 2"
"9643"	"MORF4L2"	"mortality factor 4 like 2"
"56180"	"MOSPD1"	"motile sperm domain containing 1"
"25874"	"MPC2"	"mitochondrial pyruvate carrier 2"
"9526"	"MPDU1"	"mannose-P-dolichol utilization defect 1"
"4350"	"MPG"	"N-methylpurine DNA glycosylase"
"10199"	"MPHOSPH10"	"M-phase phosphoprotein 10"
"4351"	"MPI"	"mannose phosphate isomerase"
"136647"	"MPLKIP"	"M-phase specific PLK1 interacting protein"
"84954"	"MPND"	"MPN domain containing"
"65258"	"MPPE1"	"metallophosphoesterase 1"
"84769"	"MPV17L2"	"MPV17 mitochondrial inner membrane protein like 2"
"93621"	"MRFAP1"	"Morf4 family associated protein 1"
"114932"	"MRFAP1L1"	"Morf4 family associated protein 1 like 1"
"84245"	"MRI1"	"methylthioribose-1-phosphate isomerase 1"
"79922"	"MRM1"	"mitochondrial rRNA methyltransferase 1"
"78988"	"MRPL57"	"mitochondrial ribosomal protein L57"
"65008"	"MRPL1"	"mitochondrial ribosomal protein L1"
"124995"	"MRPL10"	"mitochondrial ribosomal protein L10"
"65003"	"MRPL11"	"mitochondrial ribosomal protein L11"
"6182"	"MRPL12"	"mitochondrial ribosomal protein L12"
"28998"	"MRPL13"	"mitochondrial ribosomal protein L13"
"64928"	"MRPL14"	"mitochondrial ribosomal protein L14"
"29088"	"MRPL15"	"mitochondrial ribosomal protein L15"
"54948"	"MRPL16"	"mitochondrial ribosomal protein L16"
"63875"	"MRPL17"	"mitochondrial ribosomal protein L17"
"29074"	"MRPL18"	"mitochondrial ribosomal protein L18"
"9801"	"MRPL19"	"mitochondrial ribosomal protein L19"
"51069"	"MRPL2"	"mitochondrial ribosomal protein L2"
